Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,WD,WD6400AARS-00Y5B1 640GB,385,46,1841,https://hdd.userbenchmark.com/SpeedTest/1604/WDC-WD6400AARS-00Y5B1
HDD,ST3500320AS,Seagate,Barracuda 7200.11 500GB,386,46,18915,https://hdd.userbenchmark.com/SpeedTest/137/ST3500320AS
HDD,,Seagate,ST3750630AS 750GB,387,46,1392,https://hdd.userbenchmark.com/SpeedTest/3071/ST3750630AS
HDD,,Toshiba,MQ01ABD100 1TB,388,46,183104,https://hdd.userbenchmark.com/SpeedTest/784/TOSHIBA-MQ01ABD100
HDD,,Seagate,ST1000LM014-SSHD-8GB 1TB,389,46,10373,https://hdd.userbenchmark.com/SpeedTest/6737/ST1000LM014-SSHD-8GB
HDD,,Seagate,ST3500820AS 500GB,390,46,2647,https://hdd.userbenchmark.com/SpeedTest/3950/ST3500820AS
HDD,,WD,WD15EURS-63S48Y0 1.5TB,391,46,321,https://hdd.userbenchmark.com/SpeedTest/7870/WDC-WD15EURS-63S48Y0
HDD,,Maxtor,STM3500320AS 500GB,392,45.9,3347,https://hdd.userbenchmark.com/SpeedTest/2192/MAXTOR-STM3500320AS
HDD,,Toshiba,MQ02ABF100 1TB,393,45.9,4012,https://hdd.userbenchmark.com/SpeedTest/11528/TOSHIBA-MQ02ABF100
HDD,,Samsung,MZMPC064HBDR-000 1TB,394,45.9,8,https://hdd.userbenchmark.com/SpeedTest/1769/SAMSUNG-MZMPC064HBDR-000
HDD,,Samsung,HD322HJ 320GB,395,45.8,22079,https://hdd.userbenchmark.com/SpeedTest/1377/SAMSUNG-HD322HJ
HDD,,Apple,HDD HTS545050A7E362 500GB,396,45.7,1731,https://hdd.userbenchmark.com/SpeedTest/7208/APPLE-HDD-HTS545050A7E362
HDD,WD10JPVX,WD,Blue 2.5 1TB (2004),397,45.7,130477,https://hdd.userbenchmark.com/SpeedTest/3140/WDC-WD10JPVX-22JC3T0
HDD,WD20EADS,WD,Green 2TB (2009),398,45.7,6375,https://hdd.userbenchmark.com/SpeedTest/1732/WDC-WD20EADS-11R6B1
HDD,,Samsung,HD105SI 1TB,399,45.6,3001,https://hdd.userbenchmark.com/SpeedTest/2699/SAMSUNG-HD105SI
HDD,,Hitachi,HDT721064SLA360 640GB,400,45.6,2059,https://hdd.userbenchmark.com/SpeedTest/6072/Hitachi-HDT721064SLA360
HDD,,Seagate,ST3500620AS 500GB,401,45.6,3209,https://hdd.userbenchmark.com/SpeedTest/3388/ST3500620AS
HDD,,Seagate,ST310005 1TB,402,45.4,14,https://hdd.userbenchmark.com/SpeedTest/1342/ST310005
HDD,,Toshiba,MQ01ABD050 500GB,403,45.4,17547,https://hdd.userbenchmark.com/SpeedTest/924/TOSHIBA-MQ01ABD050
HDD,WD10SPCX,WD,Blue 2.5 1TB (2013),404,45.4,37581,https://hdd.userbenchmark.com/SpeedTest/3227/WDC-WD10SPCX-22HWST0
HDD,ST95005620AS,Seagate,Momentus XT SSHD 2.5 500GB,405,45.4,6299,https://hdd.userbenchmark.com/Seagate-Momentus-XT-SSHD-25--500GB/Rating/1800
HDD,,Maxtor,STM31000340AS 1TB,406,45.4,428,https://hdd.userbenchmark.com/SpeedTest/99/MAXTOR-STM31000340AS
HDD,,Samsung,HD161GJ 160GB,407,45.3,8194,https://hdd.userbenchmark.com/SpeedTest/2493/SAMSUNG-HD161GJ
HDD,WD3200AAKS,WD,Blue 320GB (2008),408,45.2,38811,https://hdd.userbenchmark.com/SpeedTest/1186/WDC-WD3200AAKS-00B3A0
HDD,,Seagate,ST3750330AS 750GB,409,45.2,2253,https://hdd.userbenchmark.com/SpeedTest/1776/ST3750330AS
HDD,WD7500LPCX,WD,Blue 2.5 750GB (2013),410,45,653,https://hdd.userbenchmark.com/SpeedTest/7349/WDC-WD7500LPCX-80HWST0
HDD,WD3200AAJS,WD,Blue 320GB (2007),411,44.9,61826,https://hdd.userbenchmark.com/SpeedTest/804/WDC-WD3200AAJS-00L7A0
HDD,,Seagate,ST750LM000-1EJ16G 750GB,412,44.9,771,https://hdd.userbenchmark.com/SpeedTest/10621/ST750LM000-1EJ16G
HDD,,Seagate,ST3320418AS 320GB,413,44.9,14633,https://hdd.userbenchmark.com/SpeedTest/168/ST3320418AS
HDD,,Hitachi,HDS5C1050CLA382 500GB,414,44.9,1652,https://hdd.userbenchmark.com/SpeedTest/4543/Hitachi-HDS5C1050CLA382
HDD,,Toshiba,MK3261GSYN 320GB,415,44.8,3915,https://hdd.userbenchmark.com/SpeedTest/30/TOSHIBA-MK3261GSYN
HDD,WD7500BPVX,WD,Blue 2.5 750GB,416,44.5,8597,https://hdd.userbenchmark.com/SpeedTest/3028/WDC-WD7500BPVX-75JC3T0
HDD,,Seagate,ST500LM000-SSHD-8GB 500GB,417,44.5,6590,https://hdd.userbenchmark.com/SpeedTest/9154/ST500LM000-SSHD-8GB
HDD,,Seagate,FreeAgent XTreme 1TB,418,44.4,43,https://hdd.userbenchmark.com/SpeedTest/2882/Seagate-FreeAgent-XTreme
HDD,HD203WI,Samsung,Spinpoint F3 2TB,419,44.4,2594,https://hdd.userbenchmark.com/SpeedTest/640/SAMSUNG-HD203WI
HDD,WD10EARS,WD,Green 1TB (2010),420,44.4,68983,https://hdd.userbenchmark.com/SpeedTest/1117/WDC-WD10EARS-00Y5B1
HDD,,Seagate,ST500LT032-1E9142 500GB,421,44.4,835,https://hdd.userbenchmark.com/SpeedTest/12252/ST500LT032-1E9142
HDD,,WD,WD6400AADS-00M2B0 640GB,422,44.3,805,https://hdd.userbenchmark.com/SpeedTest/10673/WDC-WD6400AADS-00M2B0
HDD,WD15EARS,WD,Green 1.5TB (2010),423,44.3,20526,https://hdd.userbenchmark.com/SpeedTest/1144/WDC-WD15EARS-00MVWB0
HDD,,Seagate,ST320LT009-9WC142 320GB,424,44.3,525,https://hdd.userbenchmark.com/SpeedTest/4704/ST320LT009-9WC142
HDD,,Toshiba,MQ01ABD0 500GB,425,44.3,283,https://hdd.userbenchmark.com/SpeedTest/11593/TOSHIBA-MQ01ABD0
HDD,,Hitachi,HTS541010A9 1TB,426,44.2,226,https://hdd.userbenchmark.com/SpeedTest/6753/HGST-HTS541010A9
HDD,ST320LT007,Seagate,Momentus Thin 7200 2.5 320GB,428,44,7608,https://hdd.userbenchmark.com/SpeedTest/1923/ST320LT007-9ZV142
HDD,,Toshiba,MK7559GSXF 750GB,429,44,785,https://hdd.userbenchmark.com/SpeedTest/2028/TOSHIBA-MK7559GSXF
HDD,,,OCZ-AGILITY3 60GB,430,43.9,42,https://hdd.userbenchmark.com/SpeedTest/2437/OCZ-AGILITY3
HDD,,WD,WD8000AARS-00Y5B1 800GB,431,43.9,680,https://hdd.userbenchmark.com/SpeedTest/3653/WDC-WD8000AARS-00Y5B1
